English_words,Hebrew_meaning,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,score,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
conjunction ,"אִחוּד, צֵרוּף; חִבּוּר; (דִּקְדּוּק) צֵרוּף לָשׁוֹן; (דִּקְדּוּק) מִלַּת אִחוּי [חִבּוּר]; (לוגיקה) קוֹנְיוּנְקְצְיָה, טענה המורכבת משני פסוקים וביניהם 'וגם' והיא אמיתית רק אם כל אחד מהפסוקים אמיתי",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
leaflet ,עָלוֹן; עַלְעַל,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
merry,"עַלִּיז, שָׂמֵחַ, צוֹהֵל; (בלשון הדיבור) מְבֻסָּם",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
wage ,"פָּתַח, הִתְחִיל; עָרַךְ, נִהֵל",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
stir ,"עִרְבֵּב, בָּחַשׁ; הִתְנוֹעֵעַ, זָע, נָע; הֵנִיעַ, הֵזִיז; עוֹרֵר, הִצִּית",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
stifling ,מַחְנִיק,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
scavenge ,"חיטט בזבל; נִקָּה, טִהֵר",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
reconnaissance ,"סיור היכרות, סיור בשטח אויב",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
damp ,"לַח, טָחוּב",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
recess ,"הַפְסָקָה; פַּגְרָה; מִגְרַעַת, גֻּמְחָה, שֶׁקַע",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
rodent ,מְכַרְסֵם,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
clamor ,"צָעַק, זָעַק, הִרְעִישׁ",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
relic,"שָׂרִיד, שְׁאֵרִית; מַזְכֶּרֶת",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
vacuous ,"רֵיק, רֵיקָנִי",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
lethargic ,"מְנֻמְנָם, רָדוּם; תָּשׁוּשׁ, נִרְפֶּה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
whack ,"סְטִירָה, פְלִיק; (בלשון הדיבור) חֵלֶק, מָנָה; (בלשון הדיבור) נִסָּיוֹן",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
bug ,"הֵצִיק, הִטְרִיד, קִרְצֵץ; שתל מכשיר האזנה (במקום או בטלפון)",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
raucous ,"צָרוּד, מְחֻסְפָּס, גַּס; מִתְלַהֵם, מְשֻׁלְהָב",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
vow ,"נִשְׁבַּע, נָדַר",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
ornament ,"קִשֵּׁט, עִטֵּר",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
vie ,הִתְחָרָה,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
accolade ,"מתן אות, מתן עיטור; תֹּאַר כָּבוֹד; תְּהִלָּה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
drainage ,"נִקּוּז, רִקּוּן; תְּעָלָה; בִּיּוּב, שְׁפָכִים",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
ditch ,"שׁוּחָה, מַחְפֹּרֶת; תְּעָלָה; (בלשון הדיבור) בִּיב; חֲפִיר",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
eerily ,באופן מפחיד; באופן משונה,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
agonize ,"עִנָּה, יִסֵּר; הִתְיַסֵּר, הִתְעַנָּה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
condolence,תַּנְחוּמִים,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
slander ,"דִּבָּה, לַעַז, הַשְׁמָצָה, הַכְפָּשָׁה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
adulation ,"חֲנֻפָּה, הִתְחַנְּפוּת, חֶלְקַת לָשׁוֹן; הערצה מוגזמת וקיצונית",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
adulterer ,"נוֹאֵף, זַנַּאי, נַאֲפָן",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
shatter ,"נִפֵּץ, נִתֵּץ; הָרַס; (בלשון הדיבור) עִיֵּף, הִתִּישׁ",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
whim ,"גַּחֲמָה, שִׁגָּיוֹן; (בעבר) מַדְלֶה, מתקן שסוס רתום אליו להרמת משאות כבדים ממכרות",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
invigorating ,"ממריץ, מְרַעֲנֵן",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
perpetuate ,"קִבֵּעַ, שִׁמֵּר, הִנְצִיחַ",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
duck ,"הִתְכּוֹפֵף; (בלשון הדיבור) הִתְחַמֵּק; נע מהר, התקדם במהירות",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
arduous ,"מְפָרֵךְ, מְיַגֵּעַ",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
prominent ,"בּוֹלֵט, מֻבְלָט; חָשׁוּב",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
excessive ,"מֻגְזָם, מֻפְרָז, עוֹדֵף",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
obscure ,"מְעֻרְפָּל, לא ברור; חסר חשיבות; מֻסְתָּר, חָבוּי; אָפֵל, קוֹדֵר",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
spasm ,"עֲוִית, פִּרְכּוּס, סְפַּזְמָה; הִתְפָּרְצוּת, הֶתְקֵף",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
renowned ,"יָדוּעַ, מְפֻרְסָם",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
oddball ,"(בלשון הדיבור) מוּזָר, מְשֻׁנֶּה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
salvage ,"הַצָּלָה, חִלּוּץ; חילוץ של ספינה; ספינה, צִוותה או מטענה שחולצו; (ביטוח) נְצֹלֶת",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
brunt ,"מַחַץ, הנזק העיקרי (במצב כלשהו); נֵטֶל, עֹל",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
wrath ,"זַעַם, חָרוֹן, חֵמָה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
emaciated ,"רָזֶה, כָּחוּשׁ, מְצֻמָּק",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
spacious ,"מְרֻוָּח, רְחַב יָדַיִם",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
fallacy ,רעיון או דעה שהם מופרכים מעיקרם,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
vain ,"גַּאַוְתָן, שַׁחְצָן; חֲסַר עֵרֶךְ, חֲסַר תּוֹעֶלֶת",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
escort ,לִוָּה,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
rifle ,"שָׁדַד, בָּזַז, חָטַף",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
desensitization ,"נטילת רגישות, הקהיית רגישות, הורדת רמת הרגישות",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
saddle ,"הניח אוכף (על גב הבהמה), אִכֵּף; הֶעֱמִיס (על מישהו), הִכְבִּיד, הֵטִיל",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
alleviate ,"הֵקֵל, שִׁכֵּךְ, הִרְגִּיעַ",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
infraction ,הֲפָרָה; עֲבֵרָה,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
garner ,"(מְיֻשָּׁן) מַמְּגוּרָה, אָסָם; מַחְסָן",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
perpetuate ,הִנְצִיחַ,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
indignation ,התמרמרות או זעם שמקורם באי-צדק או יחס בלתי הוגן,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
devour ,"טָרַף, זָלַל",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
agile ,"זָרִיז, קַל תְּנוּעָה, מָהִיר; מלא חיים",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
rampant ,"אַלִּים, תּוֹקְפָנִי, משתולל; שגדל פרא",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
reverberate ,"הִדְהֵד, הִשְׁתַּקֵּף; שִׁקֵּף",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
revolve ,"הָפַךְ בַּדָּבָר, הִרְהֵר, הָגָה במשהו; סוֹבֵב, הִקִּיף; הִסְתּוֹבֵב",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
obscure ,"מְעֻרְפָּל, לא ברור; חסר חשיבות; מֻסְתָּר, חָבוּי; אָפֵל, קוֹדֵר",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
mortgage,מַשְׁכּוֹן; מַשְׁכַּנְתָּא,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
gawk ,בָּהָה (בטפשות),,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
decipher ,פִּעְנֵחַ,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
conjunction ,"אִחוּד, צֵרוּף; חִבּוּר; (דִּקְדּוּק) צֵרוּף לָשׁוֹן; (דִּקְדּוּק) מִלַּת אִחוּי [חִבּוּר]; (לוגיקה) קוֹנְיוּנְקְצְיָה, טענה המורכבת משני פסוקים וביניהם 'וגם' והיא אמיתית רק אם כל אחד מהפסוקים אמיתי",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
blaze,"הִתְלַקֵּחַ, בָּעַר, לָהַט, לִהֵט, הִבְהִיק",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
jumble,עִרְבּוּבְיָה; סוג של עוגייה דקה בצורת טבעת,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
harbinger ,"מְבַשֵּׂר, כָּרוֹז",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
budge ,"זָז, מָשׁ; הֵזִיז; שינה את דעתו; גרם (למישהו) לשנות את דעתו",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
guzzle ,"סָבָא, זָלַל",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
relentlessly ,"בקשיחות, בנוקשות, בחוסר רחמים; ללא פשרות",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
relinquish ,וִתֵּר,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
unwavering ,שאינו הססני; יַצִּיב,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
slight ,"זִלְזֵל, הֵקֵל רֹאשׁ (במישהו/במשהו); הֶעֱלִיב, פָּגַע",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
rebuff,"הִתְנַגֵּד, סֵרֵב, דָּחָה; הָדַף",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
preempt ,"רכש על-ידי מימוש זכות קדימה; מָנַע, סִכֵּל; תָּפַס אֶת מְקוֹמוֹ (של משהו), היה בִּמקום (משהו)",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
adage ,"פִּתְגָּם, מֵימְרָה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
concede ,"הוֹדָה, הִתְוַדָּה; וִתֵּר",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
agitate ,"הִסְעִיר, שִׁלְהֵב; זִעְזֵעַ; הֵסִית, סִכְסֵךְ, הִתְסִיס; עִצְבֵּן, נִדְנֵד, הִטְרִיד",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
swanky ,"רַאַוְתָנִי, רַבְרְבָנִי; גַּנְדְּרָנִי, טַרְזָנִי, אָפְנָתִי",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
fierce ,פְּרָאִי; עַז; (בלשון הדיבור) מאוד לא נעים,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
precedence ,"זְכוּת קְדִימָה, דִּין קְדִימָה, בְּכוֹרָה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
wonky ,"(בלשון הדיבור) בִּלְתִּי יַצִּיב, רָעוּעַ; (בלשון הדיבור) נָטוּי, מֻטֶּה, אֲלַכְסוֹנִי",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
admonish ,"הִזְהִיר, הִתְרִיעַ; הִפְצִיר; הוֹכִיחַ, נָזַף",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
rivalry ,"יְרִיבוּת, הִתְחָרוּת",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
entitlement ,"זְכוּת, אִשּׁוּר",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
litmus ,"(כִימְיָה) לַקְמוּס, חומר המבחין בין בסיס לחומצה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
lace ,"שָׂרַךְ; נסגר בשרוך; הוסיף כמות קטנה של אלכוהול (למזון או למשקה); שָׁזַר, רָקַם; (בלשון הדיבור) הִפְלִיק, הִרְבִּיץ",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
jolt ,"הִתְנַגֵּשׁ, נִכְנַס; הִדְהִים, הִפְתִּיעַ",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
fling ,"זָרַק, הֵעִיף, הֵטִיל",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
stifle ,"חָנַק, הֶחְנִיק, הִשְׁנִיק; רָמַס, הָרַס",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
prolific ,"פּוֹרֶה, שׁוֹפֵעַ",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
gruesome ,"מַבְעִית, אֵימְתָנִי, אָיֹם, נוֹרָא",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
rubble ,"חָצָץ; שברי אבנים, הריסות; פסולת בנייה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
petty,"קָטָן, חֲסַר חֲשִׁיבוּת; קַטְנוּנִי",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
adversity ,"מְצוּקָה, צָרָה; מַזָּל רַע [בִּישׁ]",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
reversal ,"הִפּוּךְ, הֲפִיכָה; חִלּוּף, הַחְלָפָה, שִׁנּוּי",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
bewildered ,מְבֻלְבָּל,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
requisite ,"צֹרֶךְ, הֶכְרֵחַ",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
loaf ,"הִתְבַּטֵּל, הִתְמַזְמֵז",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
opaque ,"אָטוּם, עָמוּם, עָכוּר; בִּלְתִּי מוּבָן, סָתוּם",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
deception ,"הַטְעָיָה, רַמָּאוּת, הוֹלָכַת שׁוֹלָל, תַּעְתּוּעַ",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
abundance ,"שֶׁפַע, רִבּוּי, עֹשֶׁר, גֹּדֶשׁ",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
extricate ,"שִׁחְרֵר, הִתִּיר, חִלֵּץ",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
meticulously ,"בצורה מדוקדקת וקפדנית, בדייקנות, בִּקְפִידָה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
repress ,"דִּכֵּא, הִדְחִיק",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
unadulterated ,"טָהוֹר, שלא פגמו בו, שלא חיללו אותו",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
blunt ,"בּוֹטֶה; קֵהֶה, עָמוּם",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
flounder ,"התקשה לנוע, נע בכבדות ובצורה מגושמת; פִּרְכֵּס, הִתְחַבֵּט",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
gulp,"בָּלַע, לָגַם, גָּמַע",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
grant ,מַעֲנָק; מִלְגָּה; קִצְבָּה,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
breach ,"הֵפֵר, פָּרַץ",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
replete ,"שׁוֹפֵעַ, מָלֵא, גָּדוּשׁ",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
hopscotch ,קְלָס,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
faint ,הִתְעַלֵּף,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
recess ,"הַפְסָקָה; פַּגְרָה; מִגְרַעַת, גֻּמְחָה, שֶׁקַע",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
lump ,"גּוּשׁ; נְפִיחוּת, תְּפִיחוּת; (בלשון הדיבור) גֹּלֶם",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
propel ,"הֵנִיעַ, דָּחַף",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
indoctrinate ,"לִמֵּד, הִטִּיף, הִנְחִיל, הִקְנָה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
affirm ,"אִשֵּׁר; טָעַן, הִצְהִיר",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
rudder ,הֶגֶה כִּוּוּן (במטוס או באונייה),,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
marital ,שקשור לנישואין; שקשור לבעל,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
porous  , נַקְבּוּבִי; מְחֹרָר; שניתן לחלחל או להסתנן דרכו,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
delineation ,"שִׂרְטוּט, תֵּאוּר, מִתְוֶה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
trait ,"תְּכוּנָה, מְאַפְיֵן; (נָדִיר) מַכָּה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
mold ,"עִצֵּב; הִתְעַפֵּשׁ, הֶעֱלָה עֹבֶשׁ",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
denounce ,"הוֹקִיעַ, גִּנָּה; הֶאֱשִׁים",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
rant ,"הבעת תרעומת, התבטאות בכעס או באלימות; מְלִיצָה, לָשׁוֹן גְּבוֹהָה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
loth ,"סַרְבָנִי, ממאן",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
colon ,"נְקֻדָּתַיִם; (אנטומיה) הַמְּעִי הַגַּס, כַּרְכֶּשֶׁת",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
grim ,"פְּרָאִי, בַּרְבָּרִי; מַבְעִית, מַפְחִיד; קוֹדֵר, עַגְמוּמִי, זוֹעֵף",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
bedridden ,"רתוק למיטה, חוֹלֶה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
contemplate ,"שָׁקַל, הִרְהֵר",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
compel ,"חִיֵּב, אִלֵּץ",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
cease ,"הִפְסִיק, חָדַל",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
ridicule ,"צְחוֹק, לַעַג",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
startling ,"מַבְהִיל, מַפְחִיד, מקפיץ",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
reconcile ,"הִשְׁלִים, קִבֵּל; הִתְפַּיֵּס; יִשֵּׁב, יִשֵּׁר אֶת הַהֲדוּרִים ",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
demise ,"קֵץ, כִּשָּׁלוֹן; מָוֶת, פְּטִירָה; הוֹרָשָׁה, הַנְחָלָה; הֶפְסֵד, תְּבוּסָה",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
mischief ,"מַעֲשֵׂה קֻנְדָּס; נֶזֶק, פְּגִיעָה; רָעָה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
gracious ,"חִנָּנִי; אָדִיב, נָעִים",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
laid-back ,(בלשון הדיבור) רָגוּעַ,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
mull ,"הִרְהֵר, הָגָה; חימם, המתיק ותיבל (יין או סיידר)",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
effervescent ,"תּוֹסֵס, מבעבע",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
pound ,"פָּאוּנְד, יחידת מסה או משקל השווה ל-454 גרם בקירוב; לִירָה שְׂטֶרְלִינְג; גְּדֵרָה, מִכְלָאָה לבעלי חיים; מחסן לרכוש מוחרם (כמו מכוניות); חֲבָטָה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
hock ,"מַשְׁכּוֹן, מִשְׁכּוּן",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
abyss ,"תְּהוֹם, מְצוּלָה, מַעֲמַקִּים; שְׁאוֹל",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
clutch ,"מַצְמֵד, קְלָאץ'; לְפִיתָה, אֲחִיזָה; ביצים לדגירה; תיק קטן לנשים",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
wail ,"יְלָלָה, יְבָבָה; קִינָה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
snot ,"(סלנג) נַזֶּלֶת, הפרשת ריר מהאף",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
cramped up,צפוף,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
autopsy ,"נִתּוּחַ לְאַחַר הַמָּוֶת; חקירה ביקורתית, בחינה עמוקה (של משהו) לאחר מעשה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
gnawing ,כִּרְסוּם,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
akin ,"קָשׁוּר, קָרוֹב",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
angsty ,"חֶרְדָּתִי, עַצְבָּנִי; מעורר חרדה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
frivolous,"קַל דַּעַת, טִפְּשִׁי; קַל עֵרֶךְ, חֲסַר עֵרֶךְ",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
tryst ,"(מְיֻשָּׁן) מִפְגָּשׁ, פְּגִישָׁה; (מְיֻשָּׁן) מקום מפגש",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
long haul ,"מרחק רב, מסע ארוך (בייחוד לשם העברת סחורות); טווח ארוך, פרק זמן ממושך; עבודה ארוכה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
diminish ,"הִפְחִית, צִמְצֵם; פָּחַת, הִתְמַעֵט, הִצְטַמְצֵם",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
breadth ,"רֹחַב; גֹּדֶל, הֶקֵּף, עֹמֶק, רוחב יריעה; נְדִיבוּת",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
shatter ,"נִפֵּץ, נִתֵּץ; הָרַס; (בלשון הדיבור) עִיֵּף, הִתִּישׁ",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
breach ,"הֵפֵר, פָּרַץ",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
pun ,דיבר במשחק מילים,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
orifice ,"פֶּתַח, פֶּה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
hash out ,"פָּתַר, יִשֵּב, הִסְדִּיר, יִשֵּׁר אֶת הַהֲדוּרִים",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
hash ,"צלי בשר קצוץ בירקות ורוטב; (סְלֶנְג) חָשִׁישׁ; סֻלָּמִית (#); (מחשבים, כמילה ראשונה בצירופים) גִּבּוּב",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
negation ,שְׁלִילָה; מִלַּת שְׁלִילָה,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
sulk ,"זָעַף, הֶחְמִיץ פָּנִים, הִזְעִיף אֶת פָּנָיו",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
sling ,"לוּלָאָה, מִתְלֶה, מַעֲנָב; מִנְשָׂא (לתינוק); קֶלַע",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
spout,"צִנּוֹר, זַרְבּוּבִית, פִּיָּה",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
flamboyant ,"רַאַוְתָנִי, מְצֻעֲצָע",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
maverick ,"חיה תועה, שאין עליה סימן בעלות; אדם בעל דעות עצמאיות או לא-שמרניות",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
errant ,"(מְיֻשָּׁן) נוֹדֵד, הַרְפַּתְקָנִי; טועה, שוגה",,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
foul ,"דּוֹחֶה, מַגְעִיל; מַסְרִיחַ; רָקוּב",,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
compounding,הִרְכִּיב צֵרֵף ; הֶחְמִיר הֶחְרִיף,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
hundredfold,פי מאה,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
liaisoning,תִּקְשֹׁרֶת קֶשֶׁר הִתְקַשְּׁרוּת מַגָּע ; קִשּוּר ; אִישׁ קֶשֶׁר ; קשר מיני אסור נִאוּף,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
placate,הִרְגִּיעַ שִׁכֵּךְ,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
solicit,שִׁדֵּל הִדִּיחַ ; הִפְצִיר הִתְחַנֵּן,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
retention,שְׁמִירָה הַחְזָקָה היכולת לשמור או להחזיק משהו ; זְכִירָה זִכָּרוֹן היכולת לשמור משהו בזיכרון ; רפואה אֲצִירָה של הפרשות מהגוף כגון שתן ; שִׁמּוּר ; אֲחִיזָה,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
advocate,סָנֵגוֹר פְּרַקְלִיט עוֹרֵךְ דִּין ; תּוֹמֵךְ מְצַדֵּד חָסִיד,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
indubidibly,וַדָּאִי,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
